,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
KRTCAP3,0.0,0.048324484,0.227479,0.0,0.32744476,0.041594017,0.0,0.0,0.0,0.29287592,0.0,0.0,0.0,0.13398999,0.0,0.0,0.0,0.05433428,0.0,0.13205594,0.31765074,0.08589171,0.0,0.04373434,0.0,0.06967084
CHAF1A,0.0,0.041138053,0.06354679,0.06415487,0.122221455,0.058391053,0.0025214744,0.0,0.009105117,0.100993566,0.030034833,0.0,0.027535047,0.12565582,0.021159453,0.021944009,0.010162012,0.09467138,0.0,0.111506216,0.25325826,0.021840848,0.0,0.09771176,0.0,0.041598037
IFT172,0.0,0.106376626,0.09568329,0.043092966,0.16044173,0.08048798,0.03563248,0.08698989,0.010239395,0.07068671,0.0,0.15473557,0.070755236,0.12806767,0.0,0.01770665,0.14199027,0.04117439,0.17542273,0.039053787,0.30296537,0.039401304,0.0,0.10889028,0.046559688,0.0
FNDC4,0.0,0.0,0.07722955,0.0,0.0,0.0,0.0,0.015704025,0.043311905,0.049096994,0.07795543,0.049053695,0.1273904,0.0,0.0,0.037393194,0.04258541,0.032183036,0.0,0.010530294,0.0,0.0,0.0,0.0,0.009591299,0.055091877
ZNF512,0.0,0.0,0.12198135,0.07515024,0.043187562,0.11617659,0.1255546,0.0,0.0497684,0.16300751,0.13944072,0.18580866,0.026969962,0.06311112,0.16430128,0.060423046,0.20929007,0.108501665,0.098312974,0.2148861,0.555669,0.16759835,0.08230866,0.1996771,0.026494045,0.0
SIRT6,0.0,0.0,0.053956028,0.0075692357,0.16488469,0.046503346,0.030968674,0.04647901,0.07422883,0.07936278,0.0,0.04744711,0.054155894,0.11458664,0.014968473,0.0,0.046977248,0.095081806,0.010886942,0.012710246,0.11851115,0.0,0.015189836,0.17022362,0.030970069,0.040529832
SUPT7L,0.0,0.13171194,0.13563111,0.0,0.29754356,0.046911392,0.1360181,0.0,0.019494431,0.14243445,0.068500966,0.056189124,0.02302471,0.20463537,0.0,0.026997052,0.3857907,0.0,0.0,0.047327813,0.0,0.24891044,0.17066897,0.1486147,0.06972328,0.0
SLC4A1AP,0.0,0.0,0.11609508,0.006566002,0.119625404,0.12634318,0.09492339,0.072233915,0.0,0.085782096,0.0,0.11341665,0.0,0.31198844,0.0,0.03334964,0.14349656,0.17356654,0.27110478,0.13781151,0.20441268,0.019708587,0.06677837,0.10327629,0.09022481,0.017013881
RBKS,0.0,0.041747138,0.014656266,0.0,0.07542632,0.008850393,0.0,0.0,0.009009471,0.0,0.018441718,0.0,0.020871745,0.06422501,0.032240532,0.0077016954,0.0,0.00864869,0.010989208,0.010203967,0.0,0.0,0.01839932,0.055942226,0.009351036,0.0
MPV17,0.0,0.0,0.04328694,0.014892409,0.080033794,0.030129286,0.0,0.0046495833,0.0,0.0,0.03933609,0.0,0.04062588,0.0,0.010213489,0.033492863,0.0,0.038467858,0.0,0.011516681,0.0,0.012899282,0.0,0.012359653,0.0,0.0
LONP1,0.0,0.0,0.18115023,0.16020358,0.3944618,0.00803213,0.0,0.002000512,0.08861297,0.15051326,0.20429471,0.1672086,0.027821604,0.72118574,0.048355155,0.030440995,0.21280557,0.051839948,0.45194575,0.56391394,0.9105897,0.010105847,0.17542474,0.032774884,0.05682695,0.0021312367
ADCY3,0.0,0.0,0.029974042,0.0,0.0,0.015179984,0.0,0.0,0.0056923213,0.08577383,0.05016929,0.41527387,0.2988437,0.0,0.10488313,0.029758666,0.62323457,0.0,0.23000471,0.028778011,0.0,0.0995582,0.010451558,0.36927396,0.36095,0.0
SELENOI,0.0,0.0019017326,0.03387188,0.01935543,0.18916456,0.0,0.0,0.034962542,0.042711787,0.03387437,0.13853377,0.02111946,0.0068560583,0.17689915,0.0,0.04281099,0.0008015947,0.06866934,0.0,0.18095823,0.0,0.037488125,0.0,0.026251528,0.016470885,0.13328226
EFR3B,0.0,0.0015132424,0.003743209,0.0,0.0,0.0,0.01224039,0.0,0.0,0.00046605404,0.0,0.08411243,0.00021765023,0.0026116117,0.00955565,0.0,0.0,0.0077317487,0.0,0.0,0.0,0.006800418,0.0,0.0,0.026032222,0.014069784
PEX11G,0.0,0.02906622,0.007890453,0.0,0.05690892,0.035921406,0.031116651,0.008285471,0.0,0.039968625,0.0,0.0,0.0,0.055566613,0.012576666,0.0,0.0,0.035840664,0.0,0.07840722,0.05982141,0.0,0.0,0.05358522,0.0,0.014575581
DTNB,0.0,0.0,0.22992316,0.02762201,0.3845739,0.08111716,0.11606685,0.03399011,0.0,0.22797215,0.08167493,0.0,0.09659932,0.31043047,0.0,0.036043696,0.18286203,0.031107754,0.0,0.17456082,0.019966058,0.14440498,0.039366838,0.0,0.00857757,0.16467014
ASXL2,0.0,0.07761322,0.12567373,0.0071635707,0.16171768,0.11196844,0.07838779,0.06235614,0.05437766,0.0,0.0057636965,0.10818795,0.0,0.121685594,0.17179348,0.056636296,0.22244832,0.120881386,0.17033593,0.116927765,0.17649394,0.11331115,0.0,0.019711938,0.07387779,0.11858015
ZNF557,0.0,0.019376019,0.03868454,0.056885034,0.113544434,0.04411078,0.0,0.0,0.0,0.054360427,0.008318911,0.054824483,0.00011546076,0.08623322,0.0088126585,0.014331892,0.022373242,0.01907209,0.016749475,0.07249453,0.12570277,0.14191072,0.0,0.027861891,0.022464225,0.09235612
VAV1,0.0,0.0,0.13813648,0.05630202,0.0,0.0,0.0,0.058050964,0.059938855,0.014444588,0.0,0.06459904,0.0,0.0,0.00907649,0.0,0.079534955,0.0,0.0,0.009159638,0.0,0.017524181,0.0,0.0,0.0050555905,0.0
KIF3C,0.0,0.0022579902,0.05455343,0.009847264,0.0,0.0,0.0,0.060795352,0.016565995,0.0,0.0,0.10147513,0.0,0.0,0.024737723,0.0533993,0.06626696,0.0,0.027116932,0.0,0.0,0.0,0.01738339,0.0040345103,0.018858017,0.0
C3,0.0,0.06984991,1.0308319,0.06469603,0.013374114,0.0,0.0,0.30958202,0.48565683,0.0,0.0,0.46370068,0.0,0.0,0.012284494,0.02538685,0.0,0.10727098,0.13715203,0.0,0.0,0.101645775,0.0,0.0,0.024504116,0.0
TNFSF14,0.0,0.0,0.04534164,0.0042851144,0.0,0.0,0.0,0.0,0.053958826,0.0,0.0,0.028679602,0.0,0.0,0.0,0.0039436375,0.0,0.0,0.0,0.0,0.0,0.0023146737,0.0,0.0,0.017512156,0.0
DENND1C,0.0,0.0,0.02287225,0.025139004,0.0,0.0,0.0,0.01442056,0.03438006,0.0,0.029118985,0.025496397,0.025667522,0.0,0.003258449,0.0,0.055341523,0.0,0.0,0.0,0.0,0.035352394,0.0,0.0,0.0,0.0
GAREM2,0.0,0.0010637068,0.0034071142,0.0,0.00844622,0.0,0.0,0.0040944642,0.0,0.011844404,0.0013195047,0.03325635,0.0,0.0,0.023158163,0.0016544446,0.018809967,0.0,0.0,0.010160523,0.0149206845,0.021939013,0.0,0.0,0.0,0.015659615
KCNK3,0.0,0.0,0.0,0.029050618,0.034211528,0.0,0.0,0.017656542,0.03185216,0.08961656,0.051250044,0.0,0.0,0.0,0.047482897,0.10737825,0.044627342,0.0,0.12010033,0.024021631,0.06160383,0.0,0.0,0.08587952,0.0033480416,0.0
PRR22,0.0,0.0,0.021134796,0.004366254,0.15506169,0.0047725053,0.0,0.011560806,0.0,0.01677551,0.002871802,0.0,0.0,0.052781474,0.030710118,0.0,0.034648962,0.0,0.0,0.018414464,0.0,0.006539669,0.0042335656,0.0,0.018767335,0.0
SLC35F6,0.0,0.24881814,0.045497343,0.111560814,0.51605487,0.060259495,0.17781493,0.0,0.0,0.11069868,0.10385817,0.0,0.061351646,0.4119251,0.0,0.0730638,0.124905474,0.0,0.02698467,0.06531935,0.0624862,0.0715795,0.06791299,0.100744806,0.0632071,0.123649575
PSPN,0.0,0.0,0.0050555635,0.0,0.05591013,0.0,0.0,0.0,0.00074002997,0.015231606,0.0,0.05009751,0.0,0.0,0.0,0.010079849,0.00403075,0.0,0.018617002,0.026624018,0.0,0.0,0.004336778,0.0,0.0,0.0
MAPRE3,0.0,0.0,0.0946669,0.0,0.16802588,0.17590772,0.18795566,0.0,0.0,0.083401054,0.037239555,0.17818445,0.0,0.3003729,0.12858754,0.14721742,0.20141356,0.016694188,0.14858274,0.18905492,0.4251544,0.057300508,0.079952136,0.24368206,0.0,0.02400196
TMEM214,0.0,0.29680464,0.19240908,0.19762777,0.92797667,0.12895077,0.16549762,0.17093681,0.0,0.4036295,0.11448742,0.2537352,0.4785192,0.57939535,0.0,0.10531657,0.22518875,0.20410372,0.13645475,0.11068376,0.044376757,0.39141828,0.0,0.0,0.09038593,0.19002561
AGBL5,0.0,0.020718295,0.13686958,0.08477087,0.27858308,0.09972975,0.09571195,0.0,0.0,0.050281405,0.18608783,0.04162641,0.0,0.13146491,0.14253971,0.10810694,0.0,0.117251694,0.0,0.11676278,0.0,0.0,0.0,0.12173439,0.0,0.19718292
RFX2,0.0,0.0,0.08730831,0.0,0.0,0.0,0.0,0.0,0.12558007,0.0,0.0,0.0,0.030691357,0.0,0.025008747,0.023873748,0.0,0.0,0.048338253,0.03553118,0.0,0.042910133,0.0020522843,0.0,0.046547513,0.0
EMILIN1,0.0,0.20157246,0.08749307,0.023926372,0.0,0.2275181,0.0,0.18947284,0.24971248,0.0,0.65030044,0.28591937,1.3363926,0.0028947508,0.4695353,0.53617513,2.0664604,0.01143156,0.92533207,0.0,0.0,0.8447625,0.08021258,0.6501814,0.13839127,0.0
KHK,0.0,0.0,0.018074304,0.0,0.0,0.013997386,0.0,0.0,0.0,0.011077709,0.0,0.041749157,0.0,0.0,0.06991522,0.023762653,0.046826683,0.01620857,0.0,0.0,0.0,0.021315014,0.005801664,0.058893092,0.0,0.0
VMAC,0.0,0.04007593,0.09591271,0.0,0.53823483,0.0,0.0,0.0,0.047159754,0.14586636,0.111100316,0.1573743,0.04870087,0.24880597,0.070129536,0.0995868,0.24479955,0.16899261,0.05444558,0.0808212,0.33610943,0.14482315,0.010513091,0.0,0.0,0.36955035
CGREF1,0.0,0.0,0.0,0.0071605262,0.23238392,0.03288618,0.046333447,0.05276477,0.017012399,0.0,0.02755328,0.0,0.0,0.2370568,0.0,0.0,0.0,0.0638119,0.017474266,0.3214116,0.30515048,0.0,0.0,0.0,0.0,0.05893155
NRTN,0.0,0.0,0.00281694,0.0,0.0,0.0,0.0,0.035534818,0.019101152,0.0050134487,0.0,0.017955538,0.0,0.0,0.0,0.02773269,0.0,0.0,0.03343766,0.0,0.0,0.0,0.0069598327,0.13899016,0.0,0.0
SPC24,0.0,0.0,0.022375211,0.023880184,0.026667627,0.0,0.0,0.0,0.0,0.0,0.0,0.0054374337,0.0,0.0,0.00803591,0.014036945,0.014164538,0.017798427,0.0,0.02490311,0.07847312,0.0,0.0,0.0,0.0076470776,0.0
DCDC2C,0.0,0.010630878,0.0,0.0,0.020888377,0.0011819405,0.0,0.04530004,0.0,0.012372962,0.0,0.010035304,0.0,0.0,0.0,0.0,0.0,0.008086581,0.0,0.0,0.0,0.0887553,0.0014478014,0.026541293,0.0,0.0
C1orf35,0.0,0.004242007,0.071186624,0.040967196,0.1649962,0.048209753,0.0,0.0,0.0,0.15380721,0.0,0.1110611,0.052149158,0.058685947,0.13319741,0.009893224,0.0,0.13039358,0.0,0.16728316,0.12382674,0.11272677,0.013604167,0.093301095,0.031981215,0.17879009
TRAPPC12,0.0,0.047654822,0.027135275,0.08051013,0.0,0.24581921,0.10589612,0.099165455,0.12459521,0.05934197,0.115753375,0.0,0.05116188,0.0,0.009177519,0.11160683,0.09199331,0.26276386,0.047407545,0.37037218,0.15368193,0.082869716,0.3019112,0.1908553,0.19239007,0.42474124
TTC13,0.0,0.12756573,0.0069982316,0.09422567,0.1304999,0.052947856,0.025634296,0.0,0.032578263,0.0,0.027947817,0.07547046,0.0,0.066282235,0.026789054,0.01685475,0.0739044,0.031896386,0.028168274,0.09918577,0.0,0.027396152,0.0,0.016505018,0.0,0.0
ARV1,0.0,0.0,0.047949124,0.059571654,0.17709216,0.0,0.013278143,0.0034419505,0.039576355,0.0655803,0.007752821,0.0,0.0,0.09555878,0.083113074,0.0,0.0,0.01930912,0.0,0.08695717,0.14477275,0.0,0.044849582,0.15316017,0.0,0.11199894
C19orf44,0.0,0.0,0.024035553,0.0,0.023580568,0.016757755,0.0,0.018432958,0.0,0.06737499,0.0,0.044171356,0.06740223,0.0,0.034550108,0.0,0.086811244,0.0,0.0,0.014909767,0.10521984,0.030990073,0.036819562,0.034063864,0.02540257,0.02813378
EPS15L1,0.0,0.0,0.022840893,0.0,0.007124348,0.1218419,0.034168597,0.0,0.018121123,0.017099088,0.065478764,0.07764031,0.13522671,0.096324556,0.16592136,0.004634989,0.06584104,0.082106076,0.14391653,0.2675247,0.0,0.12059376,0.022642674,0.06309087,0.0,0.22245817
C1orf131,0.0,0.071914166,0.02149935,0.044749856,0.031206334,0.0,0.021329919,0.0,0.0,0.0012994173,0.016171556,0.045258157,0.0,0.048922256,0.0,0.016804792,0.051000915,0.011837425,0.0,0.0,0.25873858,0.012276163,0.022193978,0.0,0.0025555699,0.028251769
FAM32A,0.0,0.006324542,0.18686509,0.08165484,0.6006312,0.0,0.077449866,0.049038332,0.06021864,0.14835888,0.046923503,0.11884287,0.029657487,0.7630745,0.0,0.093123004,0.17627993,0.2758365,0.18470104,0.059918325,0.3348846,0.25185204,0.16699228,0.24353528,0.103017546,0.11541554
GNPAT,0.0,0.0,0.033561233,0.087898016,0.17322451,0.071749195,0.0,0.0,0.033832695,0.0,0.21929245,0.010970287,0.0,0.3170041,0.10382401,0.0,0.056622088,0.08748515,0.31759515,0.26482952,0.42702872,0.022533573,0.0,0.12996958,0.0,0.03986414
EXOC8,0.0,0.016872935,0.042821288,0.0,0.063264824,0.0121460445,0.0,0.012099985,0.0,0.047693785,0.0,0.07140393,0.0,0.06671629,0.0,0.029458446,0.1115696,0.010724331,0.0,0.074462175,0.013014209,0.04881387,0.0,0.038621485,0.023185095,0.0070867706
CYP4F11,0.0,0.019034723,0.0017842689,0.035250552,0.036053043,0.0,0.0,0.0,0.0,0.003127508,0.003826747,0.0,0.0,0.0,0.0,0.0,0.0,0.008397798,0.018072026,0.0,0.02493667,0.008686434,0.015633143,0.0,0.0,0.0
CYP4F8,0.0,0.0,0.02682404,0.004038637,0.671923,0.0,0.0,0.017079478,0.0,0.0,0.0,0.0,0.012247134,0.11041471,0.0,0.0,0.0,0.17796247,0.0,0.0,0.0,0.19158697,0.05426271,4.074641e-05,0.0,0.0
RASAL3,0.0,0.0,0.09754667,0.02647181,0.00787147,0.0,0.0,0.0,0.035881273,0.0,0.0,0.012775914,0.012566227,0.013429793,0.016340598,0.0,0.10476202,0.0,0.0,0.0,0.0,0.009501172,0.0,0.0,0.049081493,0.0
PCNX2,0.0,0.0,0.15422286,0.0,0.21986532,0.0,0.11326255,0.04538258,0.06141506,0.13416015,0.024941824,0.0,0.08905445,0.5355094,0.15817486,0.0,0.20043656,0.0,0.0,0.19994116,0.25480887,0.15083522,0.025891047,0.0,0.024464231,0.0
NOTCH3,0.0,0.0,0.1627962,0.013226586,0.027723467,0.0052895406,0.078613065,0.0,0.0,0.03225563,0.0,0.22575125,0.0,0.08063781,0.0,0.0,0.1514861,0.1429105,0.0,0.187406,0.0,0.15850541,0.0,0.18234551,0.4909026,0.013862574
SYDE1,0.0,0.0,0.041284002,0.0,0.0,0.004703598,0.0,0.102722146,0.025817573,0.034984272,0.0,0.21748333,0.07677469,0.0,0.0,0.1390807,0.46744123,0.0,0.11828069,0.056036033,0.0,0.094582126,0.0,0.31099907,0.06926603,0.019643066
ADGRE2,0.0,0.0,0.12778834,0.075967036,0.014863995,0.0,0.0,0.011132117,0.10193881,0.0,0.0,0.0,0.005784399,0.0,0.0,0.041249372,0.0,0.036530152,0.0,0.018712163,0.0,0.059042376,0.002052029,0.0,0.0,0.0
SLC35F3,0.0,0.0055666426,0.0075816903,0.0,0.0,0.0,0.0,0.009706926,0.0,0.02895572,0.0,0.0,0.0,0.020916216,0.00015941281,0.0,0.0,0.0,0.0,0.04579329,0.088645376,0.010868615,0.0,0.002682216,0.0,0.017934818
COA6,0.0,0.08465176,0.012673811,0.101193756,0.17169465,0.0,0.011417983,0.0,0.0,0.059015654,0.0,0.0,0.02221629,0.0,0.0,0.013183322,0.0013294715,0.086775854,0.07467805,0.04470039,0.17169155,0.0,0.030997247,0.057693653,0.0,0.09554672
GGPS1,0.0,0.035639927,0.034557663,0.11655653,0.2541065,0.06371178,0.0,0.0,0.0,0.077646635,0.10181524,0.03907744,0.08226015,0.30283368,0.050982088,0.029098213,0.045759287,0.09512671,0.061701007,0.18215239,0.043522142,0.080085024,0.05839959,0.016517932,0.005936601,0.17891863
B3GALNT2,0.0,0.016410284,0.055108447,0.09204223,0.43028748,0.0,0.16813414,0.09543636,0.0,0.2317308,0.0508239,0.1107706,0.057253744,0.0,0.08686712,0.023678912,0.039168973,0.03602197,0.023900341,0.1594212,0.0,0.13417365,0.0,0.20211981,0.004740203,0.0
LYST,0.0,0.0,0.120637655,0.0,0.0,0.0,0.030344136,0.0,0.0,0.13926384,0.0067002033,0.27026984,0.112860255,0.0,0.028175076,0.02984051,0.08535774,0.0,0.044146918,0.08635305,0.06728205,0.13457617,0.06177295,0.0,0.05322318,0.15793467
ADGRE5,0.0,0.009188496,0.15828745,0.028400743,0.015849987,0.0,0.046015654,0.11306415,0.16841464,0.0,0.124054216,0.118196346,0.0,0.0,0.0,0.0,0.05511512,0.033045795,0.03237202,0.13799943,0.0,0.13426776,0.026107572,0.085310474,0.14514442,0.061826922
ADGRL1,0.0,0.0,0.09045184,0.0073966077,0.029977981,0.008300506,0.05228311,0.06942597,0.054957587,0.033396743,0.07455266,0.02919904,0.027518714,0.0,0.023899887,0.10306838,0.15096433,0.0,0.043257244,0.02920067,0.0,0.0,0.018901646,0.04916125,0.034411043,0.0
NID1,0.0,0.0,0.0,0.0,0.0,0.092975676,0.09556431,0.09923557,0.0,0.034616668,0.15945472,0.43070117,0.94018245,0.0,0.21993926,0.2373879,1.0703535,0.0,0.5249505,0.22422206,0.0,0.080773294,0.0,0.39724207,0.23795597,0.0
LGALS8,0.0,0.32080364,0.2077522,0.04407829,0.14823627,0.0,0.0,0.11011248,0.0920453,0.18382008,0.06694716,0.0830257,0.0,0.1929184,0.03666586,0.03088742,0.20595554,0.03943514,0.0,0.10972749,0.027032286,0.0,0.0,0.051741652,0.09826128,0.073046826
MISP3,0.0,0.0,0.074174486,0.0,0.035186443,0.010869146,0.0,0.0,0.0,0.040362194,0.0,0.06546529,0.0036617026,0.0,0.0,0.0,0.007024372,0.04050686,0.0,0.0,0.0,0.0,0.0,0.0077023,0.0,0.043472767
TMEM38A,0.0,0.0,0.0066365255,0.03268504,0.110757865,0.009081039,0.0,0.0031738484,0.0,0.09715451,0.103116326,0.009802916,0.0,0.045404863,0.031137796,0.020647684,0.027131049,0.023122696,0.0,0.050676968,0.020387892,0.0032373227,0.0,0.017607838,0.017764924,0.0
NWD1,0.0,0.05500771,0.018253842,0.018305894,0.46839523,0.026809229,0.025142161,0.01008412,0.0,0.19525959,0.0026226589,0.0,0.0,0.28874856,0.0,0.0,0.0,0.1351438,0.0,0.054147806,0.2252025,0.0077860705,0.0,0.04679708,0.0,0.07270179
C1orf198,0.0,0.041494984,0.20283136,0.18025678,0.25804144,0.0,0.014200796,0.0,0.066592924,0.08696482,0.23398034,1.4506037,0.4588562,0.2393035,0.0,0.011686181,0.04482166,0.16372563,0.44057587,0.06858149,0.45746097,0.04851081,0.12709086,0.57730556,0.034173742,0.0
MVB12A,0.0,0.02239709,0.07159144,0.03818721,0.031172179,0.019824779,0.07655772,0.0,0.0,0.08964905,0.0026246295,0.0024322704,0.0,0.0,0.052118883,0.026106693,0.05592969,0.017079862,0.014591885,0.06522907,0.037181307,0.0494433,0.017997472,0.0,0.113101125,0.15074389
PGPEP1,0.0,0.2133577,0.15828112,0.0,0.071813904,0.0,0.0,0.0968534,0.0,0.20919064,0.18928693,0.1919873,0.31914043,0.32181534,0.07961596,0.13421442,0.17578688,0.00014586453,0.0,0.09968862,0.45853052,0.0,0.11165942,0.09569022,0.03536884,0.1360388
GJC2,0.0,0.0,0.017156625,0.0,0.0,0.0,0.0,0.014895328,0.0,0.030602526,0.036293194,0.028884845,0.046397224,0.0,0.0,0.0,0.073707946,0.0,0.015735943,0.0,0.0,0.035080772,0.028815161,0.0,0.053331904,0.0
IQCN,0.0,0.0,0.083799094,0.0,0.037794616,0.03224396,0.0091032805,0.003694911,0.0,0.0,0.025365172,0.0007795849,0.031132555,0.024074845,0.009186275,0.0,0.1951362,0.030786896,0.020444492,0.0,0.090800524,0.02017793,0.027860377,0.04016049,0.03328047,0.0
PDE4C,0.0,0.0021830874,0.0,0.0,0.0041697607,0.0,0.0,0.0,0.0044283527,0.0,0.0,0.010302617,0.0,0.0,0.0,0.0,0.044920705,0.0,0.0,0.0,0.0,0.0,0.0,0.076736614,0.110071376,0.0
ARRDC2,0.0,0.0,0.41888434,0.0,0.0029825254,0.015529893,0.001441858,0.1121605,0.053017348,0.11294662,0.005338323,0.16886345,0.0,0.118012786,0.0,0.012000421,0.0,0.034399565,0.088699155,0.21763304,0.30001867,0.062619574,0.0,0.04179454,0.098278224,0.0
IBA57,0.0,0.009489232,0.03684409,0.0,0.07616198,0.04348654,0.06534181,0.05000704,0.023409596,0.054237608,0.018692736,0.02364283,0.0,0.0,0.003192776,0.03277482,0.0,0.0,0.0,0.1692405,0.0,0.054313887,0.015927259,0.0,0.05828586,0.091600746
JAK3,0.0,0.0,0.16605799,0.07252949,0.0,0.0,0.0,0.0027366525,0.07817125,0.0,0.012302287,0.025993835,0.02479331,0.0,0.080871165,0.0036196813,0.08985215,0.0,0.11812821,0.0,0.0,0.0956569,0.0,0.0,0.035551995,0.0
MAP1S,0.0,0.0,0.08328557,0.0,0.075225964,0.069631636,0.010154432,0.046752676,0.061499204,0.009809283,0.0,0.057223193,0.10790806,0.0,0.042980175,0.0011957409,0.0,0.0792529,0.07253365,0.09903888,0.0,0.038883634,0.0,0.0,0.0,0.0
OBSCN,0.0,0.0,0.34118935,0.0,0.0,0.016159791,0.0,0.0,0.0,0.30584207,0.03137152,0.034870755,0.10661985,0.0,0.053605206,0.0059038335,0.06345691,0.0,0.15345287,0.057611715,0.0,0.08935443,0.0052757096,0.14109005,0.08932788,0.050372604
TRIM11,0.0,0.07982982,0.17325094,0.0,0.4797918,0.039859116,0.00794511,0.032189265,0.012861353,0.12021383,0.07625897,0.04068172,0.0,0.27922794,0.12719569,0.037835352,0.11385326,0.12088091,0.14592603,0.28477463,0.4698014,0.14064445,0.0,0.064586975,0.0370918,0.0
HIST3H2A,0.0,0.0,0.001919556,0.03741654,0.59142387,0.0055159694,0.15318228,0.0,0.0,0.0,0.023253158,0.0,0.0,0.35424608,0.0,0.0,0.0,0.13016385,0.0,0.19308269,0.6593824,0.018300395,0.021908559,0.0,0.004914213,0.21388139
HIST3H2BB,0.0,0.0,0.042577002,0.09763142,0.29496697,0.030771393,0.0,0.0,0.08610829,0.006788246,0.0,0.014307602,0.0,0.34914112,0.035186138,0.0,0.0,0.0,0.0,0.1093437,0.23427095,0.0,0.13518462,0.035594508,0.0,0.059146482
CPAMD8,0.0,0.08345365,0.15311132,0.0,0.18684822,0.0,0.0,0.046689928,0.0,0.40353745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20494336,0.010586612,0.0,0.0,0.09821771,0.0,0.063676365,0.064415365,0.0006614743
PLVAP,0.0,0.0,0.14849663,0.0,0.26490778,0.0,0.0,0.022407478,0.017870665,0.12215972,0.0,0.0,0.0,0.33182594,0.03497922,0.0,0.0,0.05859184,0.149456,0.011353723,0.007867949,0.0,0.0,0.0,0.56468236,0.02451422
GTPBP3,0.0,0.11352741,0.06750711,0.0046633673,0.11040703,0.0014745923,0.065304175,0.0,0.037798718,0.0,0.0,0.016713975,0.0,0.09813598,0.0,0.023863332,0.0,0.07118937,0.099505745,0.12013616,0.1224699,0.013527032,0.082410105,0.0,0.037591986,0.008422983
NUP133,0.0,0.27483642,0.0645451,0.0,0.06311182,0.039952528,0.0,0.012763909,0.0,0.0046629044,0.0,0.050506603,0.0,0.17037882,0.0,0.046093445,0.11220979,0.044000182,0.23288305,0.034444444,0.17698304,0.0036848732,0.015709253,0.0,0.049721446,0.0049792794
GBE1,0.0,0.064272925,0.049234845,0.0,0.0899314,0.050860416,0.04307421,0.029135773,0.07194365,0.060146865,0.0,0.074478656,0.023959745,0.20119382,0.09552872,0.025786126,0.0,0.022964673,0.0,0.0,0.1499873,0.0,0.087246306,0.0820644,0.060380977,0.0
ABHD8,0.0,0.14208418,0.03981102,0.06447439,0.0,0.041533962,0.026307264,0.065592214,0.0,0.10861223,0.22723086,0.13750942,0.1268419,0.0,0.10014198,0.09730619,0.101903245,0.0,0.0,0.017533489,0.012940915,0.0,0.0,0.10188328,0.05613997,0.0
URB2,0.0,0.022044841,0.012513042,0.0,0.043653414,0.0,0.05142057,0.0021133646,0.04346755,0.0,0.049120177,0.0,0.01656618,0.117487065,0.0,0.03152564,0.0050437874,0.035300646,0.07146019,0.24304318,0.10869376,0.014675567,0.05317559,0.036763337,0.036801334,0.0
USHBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010755083,0.0,0.015013485,0.025706608,0.0,0.0,0.00903065,0.0,0.0,0.0,0.0,0.0047528967,0.0,0.0,0.0,0.002021023,0.0,0.05138993,0.015870342
NR2F6,0.0,0.13582657,0.045228958,0.009835234,0.27795976,0.0,0.07887256,0.0,0.11579885,0.11998813,0.014457141,0.0581664,0.054018177,0.073813595,0.0,0.07910626,0.055620763,0.06492332,0.0,0.105732605,0.16194686,0.118229866,0.03273215,0.07775458,0.018176671,0.08762203
AGT,0.0,0.0,0.0,0.0,0.006746517,0.0,0.0,0.0,0.027593076,0.0,0.0,0.08123002,0.100051574,0.0,0.0,0.0,0.21331103,0.01775359,0.0,0.0117098205,0.0,0.026748652,0.0,0.0,0.023045884,0.0
MYO9B,0.0,0.09510401,0.14915377,0.0023232496,0.004732585,0.13968937,0.0,0.1271613,0.019047331,0.034262415,0.0,0.17805693,0.0,0.0,0.023837484,0.059631694,0.24357028,0.13992164,0.22305146,0.06471955,0.028891416,0.030505732,0.010432676,0.046870288,0.07456577,0.06812126
HAUS8,0.0,0.0,0.047208663,0.009148501,0.042745065,0.016394837,0.041611306,0.0,0.048525274,0.0,0.0,0.012325746,0.016360689,0.0,0.05859252,0.010012994,0.064999975,0.0,0.026975565,0.0,0.0,0.05041276,0.0,0.015999561,0.0,0.0
PALM3,0.0,0.019219548,0.05826323,0.0,0.0,0.0,0.0,0.012237791,0.0,0.04436819,0.012695685,0.0,0.0,0.0,0.0,0.004436533,0.002614681,0.0,0.0027683037,0.0,0.0,0.038966436,0.00069782295,0.0,0.0,0.0
IL27RA,0.0,0.024716295,0.08900192,0.02190365,0.025415447,0.010297534,0.0,0.023409447,0.039752718,0.01999927,0.01743117,0.0,0.0,0.006730588,0.0,0.0,0.0,0.008440068,0.0,0.01229865,0.0,0.0,0.0,0.015640635,0.011796122,0.0
HEATR1,0.0,0.0,0.14059502,0.0035077315,0.14698243,0.029355729,0.06335865,0.0,0.103796855,0.09827975,0.19182625,0.076352045,0.12114456,0.23935986,0.0,0.051078647,0.016521148,0.02091534,0.0,0.28362903,0.6986888,0.21356308,0.21506827,0.0,0.05008713,0.18804933
